Index|Romaji construction|Kana construction|Alternate Spellings|Common|Extra keywords Jap|Preposition|Kanji Root|Latin Root|Exception index|MeaningEN|Extra keywordsEN|MeaningFR|Extra keywordsFR|MeaningES|Extra keywordsES|
19557|susumeru|勧める|薦める, 奨める|1||を|勧め|susume|90|5702||19704||18996||
19558|megumareru|恵まれる||1|||恵まれ|megumare|90|5703||19705||18997||
19559|afureru|溢れる||1|||溢れ|afure|90|5704||19706||18998||
19560|soroeru|揃える||1||を|揃え|soroe|90|5705||19707;19708;19709||18999||
19561|akirameru|諦める||1||を|諦め|akirame|90|5706||19710||19000||
19562|oboreru|溺れる||1|||溺れ|obore|90|5707||19711;19712||19001||
19563|yuderu|茹でる|湯でる|1||を|茹で|yude|90|5708||19713;19714||19002||
19564|dekiagaru|出来上がる|出来上る, でき上がる|1|||出来上が|dekiaga|90|5709||19715||19003||
19565|shouzuru|生ずる||1|||生ず|shouzu|90|5710||19716;19717||19004||
19566|kiseru|着せる||1||を|着せ|kise|90|5711||19718;19719;19720||19005;19006;19007||
19567|kaeru|代える||1||を|代え|kae|90|5712||||||
19568|kaeru|替える||1||を|替え|kae|90|5713||||||
19569|toriireru|取り入れる|採り入れる, 取入れる, 取りいれる|1||を|取り入れ|toriire|90|5714;7990;7991||19721;19722;19723||19008||
19570|atehameru|当てはめる|当て嵌める|1||を|当てはめ|atehame|90|5715||19724||19009||
19571|aratameru|検める|改める|1||を|検め|aratame|90|5717||||||
19572|fukumeru|含める||1||を|含め|fukume|90|5718||19725;19726;19727;19728||19010||
19573|yoseru|寄せる||1||を|寄せ|yose|90|5719;23499;23500;23501;23502;23503;23504;23505;23506;23507;23508||19729;19730;19731;19732;19733;19734;19735;19736;19737;19738;19739||19011||
19574|kokoroeru|心得る||1||を|心得|kokoroe|90|5720||19740||19012||
19575|maneru|真似る||1||を|真似|mane|90|5721||19741||19013||
19576|sameru|冷める||1|||冷め|same|90|5722||19742||19014||
19577|minareru|見慣れる|見馴れる, 見なれる|0|||見慣れ|minare|90|5723||19743||19015||
19578|hedateru|隔てる|距てる|1||を|隔て|hedate|90|5724||19744;19745;19746||19016||
19579|ueru|飢える|餓える, 饑える,  katsueru|1|||飢え|ue|90|12065;12066||19747||19017||
19580|semeru|攻める||1||を|攻め|seme|90|5726||19748||19018||
19581|ukeireru|受け入れる|受入れる, 受け容れる, 受けいれる, 受容れる|1||を|受け入れ|ukeire|90|5727||19749||19019||
19582|chidimeru|縮める||1||を|縮め|chidime|90|5728||19750;19751;19752||19020||
19583|osameru|納める|収める|1||を|納め|osame|90|5729||||||
19584|koraeru|堪える|怺える|0||を|堪え|korae|90|5730||||19021||
19585|taeru|耐える|堪える|1|||耐え|tae|90|5731;9285;9286||19753;19754;19755||19022||
19586|tsunageru|繋げる||0||を|繋げ|tsunage|90|5732||19756||19023||
19587|tsubureru|潰れる||1|||潰れ|tsubure|90|10176;10177;10178||19757;19758;19759||19024||
19588|kabuseru|被せる||1||を|被せ|kabuse|90|5734||19760||19025||
19589|naderu|撫でる||1||を|撫で|nade|90|5735||19761||19026||
19590|akireru|呆れる|惘れる|1|||呆れ|akire|90|5736||19762||19027||
19591|hameru|嵌める|填める, 篏める|1||を|嵌め|hame|90|5737;9460;9461;9462;9463;9464||19763;19764;19765;19766;19767||19028;19029||
19592|fuzakeru|巫山戯る||1|||巫山戯|fuzake|90|5738;11426;11427;11428;11429||19768;19769;19770;19771||||
19593|hikisageru|引き下げる|引下げる|1||を|引き下げ|hikisage|90|5739||19772||19030||
19594|sakaeru|栄える||1|||栄え|sakae|90|5740||19773||19031||
19595|haeru|栄える|映える|1|||栄え|hae|90|5741||||||
19596|kanaeru|叶える|適える|1||を|叶え|kanae|90|5742;36167||19774||19032||
19597|kanaeru|適える||1||を|適え|kanae|90|5743||||||
19598|yurumeru|緩める||1||を|緩め|yurume|90|5744||19775||19033||
19599|yasumeru|休める||1||を|休め|yasume|90|5745||19776||19034||
19600|katamukeru|傾ける||1||を|傾け|katamuke|90|5746||19777||19035||
19601|hikaeru|控える|扣える|1|||控え|hikae|90|5747||19778||19036||
19602|komeru|込める|籠める, 篭める, 罩める|1|||込め|kome|90|5748;5749||19779||19037||
19603|toritsukeru|取り付ける|取りつける, 取付ける|0||を|取り付け|toritsuke|90|5750||||19038||
19604|uketomeru|受け止める|受けとめる|1||を|受け止め|uketome|90|5751;23458||19780||19039||
19605|fukameru|深める||1||を|深め|fukame|90|5752||19781||19040||
19606|totonoeru|整える|調える, 斉える|1||を|整え|totonoe|90|5753;13388;13389;13390||19782;19783||19041;19042||
19607|kumiawaseru|組み合わせる|組合わせる, 組み合せる, 組合せる|1||を|組み合わせ|kumiawase|90|5754||19784||19043||
19608|tenjiru|転じる||1|||転じ|tenji|90|5755||||19044||
19609|fumaeru|踏まえる||1||を|踏まえ|fumae|90|5756||19785||19045||
19610|uzumeru|埋める|填める|1||を|埋め|uzume|90|5757||19786||19046||
19611|toiawaseru|問い合わせる|問合わせる, 問合せる, 問い合せる|1|||問い合わせ|toiawase|90|5758||19787||19047||
19612|soeru|添える|副える|1||を|添え|soe|90|5759;35423;35424;35425;35426||19788||19048||
19613|hikiageru|引き上げる|引上げる, 引き揚げる, 引揚げる,  引上げる,  引きあげる,  ひき上げる|1||を|引き上げ|hikiage|90|9497;9498;9499;9500;9501;9502||19789||19049;19050;19051;19052;19053;19054;19055;19056;19057||
19614|ikeru|行ける||1|||行け|ike|90|5761||||||
19615|osaeru|抑える||1||を|抑え|osae|90|5763;18520;18521||||19058||
19616|yaseru|瘠せる|瘠せる, 痩る, 瘠る, 瘦せる|1|||痩せ|yase|90|5764||||||
19617|oikakeru|追いかける|追い掛ける, 追掛ける, 追い駆ける,  追い掛ける|1||を|追いかけ|oikake|90|5765||19790||19059||
19618|shikaritsukeru|叱り付ける|叱りつける|0||を|叱り付け|shikaritsuke|90|5766||||||
19619|seshimeru|せしめる||0||を|せしめ|seshime|90|5767||||||
19620|shinzuru|信ずる||1||を|信ず|shinzu|90|16322||19791||19060||
19621|ouzuru|応ずる||1|||応ず|ouzu|90|5769||19792;19793||19061||
19622|yobareru|呼ばれる||0||と|呼ばれ|yobare|90|5770||||19062||
19623|fuujiru|封じる||1|||封じ|fuuji|90|5771;8175||||||
19624|tawamureru|戯れる||1|||戯れ|tawamure|90|5772||19794;19795||19063;19064||
19625|osowareru|襲われる||1|||襲われ|osoware|90|5773||||||
19626|urotaeru|狼狽える||0|||狼狽え|urotae|90|5774||||19065||
19627|tsukitateru|突き立てる||0|||突き立て|tsukitate|90|5775||||||
19628|michiru|満ちる|充ちる, 盈ちる|1|||満ち|michi|90|5776||19796;19797;19798;19799||19066;19067;19068||
19629|yowarihateru|弱り果てる||0|||弱り果て|yowarihate|90|5777||||||
19630|amaeru|甘える||1|||甘え|amae|90|5778||19800||19069||
19631|ukeru|受ける|享ける, 請ける, 承ける, ウケる,  享ける|1||を|受け|uke|90|5779;6443;6444;6445;6446;6447;6448;6449;6450;6451;15369;15370;6452;6453||19801;19802;19803;19804;19805;19806;19807;19808;19809;19810;19811||19070||
19632|miwakeru|見分ける|見わける|0||を|見分け|miwake|90|5780||19812||||
19633|uchitomeru|打ち止める|打ち留める, 打止める, 打留める|1||を|打ち止め|uchitome|90|5781||||||
19634|uchitomeru|撃ち止める|撃止める|1||を|撃ち止め|uchitome|90|5782||||19071||
19635|uchitomeru|討ち止める|討止める|1||を|討ち止め|uchitome|90|5783||||||
19636|butsukeru|打付ける|撃止める, 打っ付ける,  buttsukeru,  buchitsukeru|1||を|打付け|butsuke|90|5784;16766;16767;16768||||19072||
19637|uchiawaseru|打ち合わせる|打ち合せる, 打合せる, 打合わせる|1||を|打ち合わせ|uchiawase|90|5785;8563;8564||19813||19073||
19638|uchiageru|打ち上げる|打上げる, 打ち揚げる, 打揚げる|1||を|打ち上げ|uchiage|90|5786;23435;23436;23437||19814||19074||
19639|uchiakeru|打ち明ける|打明ける|1||を|打ち明け|uchiake|90|5787;8559||19815||19075||
19640|uchitokeru|打ち解ける|打解ける|0|||打ち解け|uchitoke|90|5788||||||
19641|uchihishigareru|打ち拉がれる|打ちひしがれる|1|||打ち拉がれ|uchihishigare|90|5789||||||
19642|uchitateru|打ち立てる||0||を|打ち立て|uchitate|90|5790||||||
19643|haneru|撥ねる||1||を|撥ね|hane|90|5791||19816;19817;19818||19076||
19644|haneru|刎ねる||1||を|刎ね|hane|90|5792||||||
19645|haneru|跳ねる||1|||跳ね|hane|90|5793;35252;35253||19819;19820;19821||19077||
19646|tereru|照れる||1|||照れ|tere|90|5794||19822||19078||
19647|hanareru|離れる||1|||離れ|hanare|90|5795;16987;16988;16989||19823||19079||
19648|hanareru|放れる||1|||放れ|hanare|90|5796||19824||19080||
19649|minukeru|見抜ける||0|||見抜け|minuke|90|5797||||||
19650|kakotsukeru|託ける|託つける|1||を|託け|kakotsuke|90|5798||||||
19651|sukaseru|空かせる||0|||空かせ|sukase|90|5799||||||
19652|shitsudukeru|し続ける|shitsuzukeru|0||を|し続け|shitsuduke|90|5800||||19081||
19653|barakeru|散ける||0|||散け|barake|90|5801||||||
19654|anjiru|案じる|案ずる|0||を|案じ|anji|90|5802||||19082||
19655|anjiru|按じる|按ずる|1||を|按じ|anji|90|5803||||||
19656|matomeru|纏める||1||を|纏め|matome|90|5805;22056;22057;22058||19825;19826;19827;19828||19083||
19657|someru|染める||1||を|染め|some|90|5806||19829||19084||
19658|someru|初める||0||を|初め|some|90|5807||19830||||
19659|kakiageru|書き上げる|描き上げる,  書きあげる|1||を|書き上げ|kakiage|90|5808;14703;14704||||||
19660|hageru|禿げる|ハゲる|1|||禿げ|hage|90|5809;20298||19831||19085||
19661|hageru|剥げる||1|||剥げ|hage|90|5810||19832||19086||
19662|awaseru|合わせる|併せる, 合せる|1||を|合わせ|awase|90|5811;15544;15545;15546;15547;15548;15549;15550||19833;19834;19835;19836;19837;19838;19839||19087||
19663|okiwasureru|置き忘れる||0||を|置き忘れ|okiwasure|90|5812||||||
19664|okuritsukeru|送り付ける|送りつける|0||を|送り付け|okuritsuke|90|5813||||||
19665|okurimukaeru|送り迎える||1||を|送り迎え|okurimukae|90|5814||||||
19666|okuritodokeru|送り届ける||0||を|送り届け|okuritodoke|90|5815||||||
19667|kokorogakeru|心がける|心掛ける, 心懸ける|1||を|心がけ|kokorogake|90|5818||19840||19088||
19668|hakikaeru|履き替える|履替える|0||を|履き替え|hakikae|90|5819||||19089||
19669|uttorisaseru|うっとりさせる||1||を|うっとりさせ|uttorisase|90|5820||||||
19670|noriokureru|乗り遅れる||1||を|乗り遅れ|noriokure|90|6095;8917;8918||19841||19090||
19671|okikaeru|置き換える||0||を|置き換え|okikae|90|6808||||||
19672|itameru|炒める|煠める|1||を|炒め|itame|90|6856||19842||19091||
19673|itameru|痛める|傷める|1||を|痛め|itame|90|6857;6858;6859;6860||19843;19844||19092||
19674|itameru|傷める||1||を|傷め|itame|90|6861||||||
19675|itameru|撓める||0||を|撓め|itame|90|6862||||||
19676|kitaeru|鍛える||1||を|鍛え|kitae|90|7443;7444||19845||19093||
19677|enjiru|演じる||1|||演じ|enji|90|7617||19846||19094||
19678|enzuru|演ずる||1|||演ず|enzu|90|7619||19847||19095||
19679|hanashikakeru|話しかける|話し掛ける|1||を|話しかけ|hanashikake|90|7653;7654||19848;19849||19096||
19680|mataseru|待たせる||1||を|待たせ|matase|90|7820||||||
19681|shikakeru|仕掛ける|し掛ける, 仕かける|1|||仕掛け|shikakeru|90|7913;7914;7915;7916||||19097||
19682|togameru|咎める||1||を|咎め|togame|90|7979;7980;7981;7982||19850||19098||
19683|toraeru|捉える||1||を|捉え|torae|90|7983;7984;7985||19851;19852||19099;19100||
19684|tsukeru|漬ける||1||を|漬け|tsuke|90|8015;8016||19853;19854||19101||
19685|wariateru|割り当てる|割当てる|1||を|割り当て|wariate|90|8616||19855||19102||
19686|warikiru|割り切る|割切る|1||を|割り切|wariki|90|8621;8622||19856||19103||
19687|tsukkakeru|突っかける||0||を|突っかけ|tsukkake|90|9014;9015;9016||19857||19104||
19688|misuteru|見捨てる||1||を|見捨て|misute|90|8858||19858||19105||
19689|kizukiageru|築き上げる||1||を|築き上げ|kizukiage|90|8809||||||
19690|kizutsukeru|傷つける|疵つける, 疵付ける, 傷付ける|1||を|傷つけ|kizutsuke|90|8814;8815;8816||19859||19106||
19691|shitateru|仕立てる||1||を|仕立て|shitate|90|9194;9195;9196;9197;9198||19860||19107||
19692|todomeru|留める|停める, 止める|1||を|留め|todome|90|9293;9294;9295||19861||19108||
19693|kotaeru|応える|徹える, 報える|1|||応え|kotae|90|9227;9228||||19109||
19694|sueru|据える||1||を|据え|sue|90|10055;10056;10057;10058||19862||19110||
19695|sasageru|捧げる|献げる|1||を|捧げ|sasage|90|9974;9975;9976||19863||19111||
19696|oshitsukeru|押し付ける|押しつける, 押付ける|1||を|押し付け|oshitsuke|90|9891;9892||19864||19112||
19697|miawaseru|見合わせる||1||を|見合わせ|miawase|90|9746;9747;9748||19865||19113;19114||
19698|mikiwameru|見極める||1||を|見極め|mikiwame|90|9752||19866||19115||
19699|miukeru|見受ける||1||を|見受け|miuke|90|9776||||||
19700|kudakeru|砕ける||1|||砕け|kudake|90|9713;9714;9715;9716;9717||19867;19868;19869;19870||19116||
19701|kaerimiru|顧みる|顧る|1||を|顧み|kaerimi|90|9586;9587;9588||19871||19117||
19702|tsukuriageru|作り上げる|造りあげる, 作りあげる, 造り上げる|1||を|作り上げ|tsukuriage|90|10559;10560||19872||19118||
19703|okiagaru|起き上がる||1|||起き上が|okiaga|90|11052||19873||19119||
19704|mikagiru|見限る||1||を|見限|mikagi|90|10958||19874||19120||
19705|tsukasadoru|司る|掌る, 司どる|0||を|司|tsukasado|90|12051||||19121||
19706|torishimaru|取り締まる|取締まる, 取締る|1||を|取り締ま|torishima|90|12013;12014;22410||19875||19122||
19707|saegiru|遮る||1||を|遮|saegi|90|11839||19876||19123||
19708|kodawaru|拘る||0|||拘|kodawa|90|11619;11620;11621||19877||||
19709|sadamaru|定まる||1|||定ま|sadama|90|11838;19500||19878||19124||
19710|tachiageru|立ち上げる|立ちあげる|0||を|立ち上げ|tachiage|90|7964||||||
19711|kirisuteru|切り捨てる|斬り捨てる, 切捨てる, 斬り捨てる|1||を|切り捨て|kirisute|90|12369;12370;12371||19879||19125||
19712|sareru|為れる||0|||為れ|sare|90|12569;12570||||19126||
19713|mureru|群れる||1|||群れ|mure|90|12550||19880||19127||
19714|haritsukeru|貼り付ける|貼付ける, 張付ける, 張り付ける, 張りつける, 貼りつける|0||を|貼り付け|haritsuke|90|12480;12481||||||
19715|sashitsukaeru|差し支える|差支える|1|||差し支え|sashitsukae|90|13261||19881||19128||
19716|sashinoberu|差し伸べる|差延べる, 差し延べる, 差伸べる|1||を|差し伸べ|sashinobe|90|13257;13258;13259||19882||19129||
19717|midareru|乱れる|紊れる|1|||乱れ|midare|90|13071;13072;13073||19883||19130||
19718|kikaseru|利かせる|効かせる|1||を|利かせ|kikase|90|13008;13009||||||
19719|demukaeru|出迎える||1||を|出迎え|demukae|90|12784||19884||19131||
19720|yowameru|弱める||1||を|弱め|yowame|90|14092||19885||19132||
19721|niseru|似せる||1||を|似せ|nise|90|13853||19886||19133||
19722|houjiru|報じる||1||を|報じ|houji|90|13685||19887||19134||
19723|yoriwakeru|選り分ける|eriwakeru, えり分ける, より分ける|1||を|選り分け|yoriwake|90|15409||19888||19135||
19724|soreru|逸れる||1|||逸れ|sore|90|15290;15291||19889;19890;19891||19136||
19725|kakikaeru|書き換える|書き替える, 書きかえる, 書換える|1||を|書き換え|kakikae|90|14705||||19137||
19726|ichidukeru|位置付ける|ichizukeru, 位置づける, ichizukeru|1||を|位置付け|ichiduke|90|14584||||19138||
19727|shisugiru|し過ぎる|為過ぎる|0|||し過ぎ|shisugi|90|15227||||19139||
19728|nashitogeru|成し遂げる|為し遂げる, 成しとげる|1||を|成し遂げ|nashitoge|90|15005||19892||19140||
19729|nadukeru|名付ける|名づける|1||を|名付け|naduke|90|14980||19893||19141||
19730|sokoneru|損ねる||1||を|損ね|sokone|90|16384||19894;19895||19142||
19731|shiiru|強いる||1||を|強い|shii|90|16260||19896||19143||
19732|omonjiru|重んじる||1||を|重んじ|omonji|90|16132||19897||19144||
19733|shireru|知れる||1|||知れ|shire|90|17734;17735;17736;17737;17738||19898||19145||
19734|ronzuru|論ずる||1||を|論ず|ronzu|90|17573;17574;17575||19899||19146||
19735|obiru|帯びる||1||を|帯び|obi|90|17468;17469;17470||19900||19147||
19736|marumeru|丸める||1||を|丸め|marume|90|17374;17375;17376;17377||19901||19148||
19737|yawarageru|和らげる||1||を|和らげ|yawarage|90|18439||19902||19149||
19738|hikitomeru|引き止める|引き留める, 引止める|1||を|引き止め|hikitome|90|18255||19903||19150||
19739|osaeru|押さえる|押える|1||を|押さえ|osae|90|18522;18523;18524;18525;18526||19904;19905;19906;19907||19151||
19740|kanzuru|感ずる||1|||感ず|kanzu|90|18508||19908||19152||
19741|tsuraneru|連ねる|列ねる|1||を|連ね|tsurane|90|19836;19837;19838;19839||19909||19153||
19742|tsukinukeru|突き抜ける||1|||突き抜け|tsukinuke|90|19825||19910||19154||
19743|togireru|途切れる|跡切れる|1|||途切れ|togire|90|19779||19911||19155||
19744|todaeru|途絶える|跡絶える|1|||途絶え|todae|90|19777||19912||19156||
19745|tegakeru|手がける|手掛ける, 手懸ける|1||を|手がけ|tegake|90|19751;19752||||19157||
19746|otozureru|訪れる|otodureru|1|||訪れ|otozure|90|19437;19438||19913||19158||
19747|kanesonaeru|兼ね備える||1||を|兼ね備え|kanesonae|90|19080||||||
19748|aratameru|改める|検める, 革める|1||を|改め|aratame|90|18597;18598;18599;18600||19914||19159||
19749|aozameru|青ざめる|青褪める, 蒼褪める, 蒼ざめる|1|||青ざめ|aozame|90|18592||19915||19160||
19750|meizuru|命ずる||1||を|命ず|meizu|90|19343;19344||19916||19161||
19751|ikeru|生ける|活ける|0||を|生け|ike|90|21056||19917||19162||
19752|awaseru|会わせる|逢わせる, 遭わせる|0||を|会わせ|awase|90|20984;20985||||19163;19164||
19753|kutabireru|草臥れる||1|||草臥れ|kutabire|90|22026;22027||19918;19919||19165||
19754|tsukekuwaeru|付け加える|附け加える, つけ加える, 附加える, 付けくわえる, 付加える,  附け加える|1||を|付け加え|tsukekuwae|90|22438||19920||19166||
19755|kiwameru|極める|窮める, 究める|1||を|極め|kiwame|90|21980;21981||19921;19922;19923||19167||
19756|uradukeru|裏付ける|裏づける|0||を|裏付け|uraduke|90|22473||||||
