Family|English|T/I|Prep|Kana|Kanji|u-stem|Root Kanji|Root|Exception|
ru godan|manufacture, build, construct on a large scale|T|を|つくる|造る|tsukuru|造|tsuku|27|
ru godan|create, make, produce, manufacture, build, construct with an emphasis on creation|T|を|つくる|創る|tsukuru|創|tsuku|27|
ru godan|shave (wood or leather), sharpen, plane, whittle, pare, scrape off, shave off (e.g. a budget, expenses, a salary, etc.), curtail, cut down, cross out, reduce, curtail, remove, erase, delete|T|を|けずる|削る|kezuru|削|kezu|27|
ru godan|go around, return, surround, concern (usu. of disputes)|I||めぐる|巡る|meguru|巡|megu|27|
ru godan|be placed on, be set on, be piled on, be loaded on, appear (in print), be mentioned, be recorded, be reported, be given|I||のる|載る|noru|載|no|27|
ru godan|be in high spirits, be full of vigor (vigour), be enthusiastic, be eager, stretch breaking point|I||はりきる|張り切る|harikiru|張り切|hariki|27|
ru godan|go under, pass under, go through, pass through, dive (inor under the water), evade, get around, slip past, survive, surmount|I||くぐる|潜る|kuguru|潜|kugu|27|
ru godan|dive (inor under water), get under, get into, get in, creep into, crawl under, bury oneself, burrow into, dig oneself into, snuggle under, hide oneself (esp. from the government), conceal oneself, go underground|I||もぐる|潜る|moguru|潜|mogu|27|
ru godan|go back, go upstream, make retroactive|I||さかのぼる|遡る|sakanoboru|遡|sakanobo|27|
ru godan|hang, suspend (something from something), be hanged (by the neck)|T|を|つる|吊る|tsuru|吊|tsu|27|
ru godan|groan, moan, roar, howl, growl, hum, buzz, sough|I||うなる|唸る|unaru|唸|una|27|
ru godan|be resurrected, be resuscitated, be rehabilitated, be revived, be refreshed, be restored, be recalled (e.g. memories), be brought back|I||よみがえる|蘇る|yomigaeru|蘇|yomigae|27|
ru godan|bear fruit|I||なる|生る|naru|生|na|27|
ru godan|take over, take back, collect, claim, take charge of, take custody of, look after, take care of, adopt, retire a private place, withdraw, get out|T|を|ひきとる|引き取る|hikitoru|引き取|hikito|27|
ru godan|be buried, be surrounded, overflow, be filled|I||うずまる|埋まる|uzumaru|埋ま|uzuma|27|
ru godan|rise, swell, be promoted|I||たかまる|高まる|takamaru|高ま|takama|27|
ru godan|be given, be granted, be honored with, be honoured with, give, bestow, confer, honor, honour|T|を|たまわる|賜る|tamawaru|賜|tamawa|27|
ru godan|turn head, look over one's shoulder, turn around, look back|I||ふりかえる|振り返る|furikaeru|振り返|furikae|27|
ru godan|invite contributions, etc., solicit help, participation, etc., recruit (e.g. soldiers)|I||つのる|募る|tsunoru|募|tsuno|27|
ru godan|grow violent, become stronger, become worse|T|を|つのる|募る|tsunoru|募|tsuno|27|
ru godan|remain, abide, stay (in the one place), be limited to, be confined to|I||とどまる|留まる|todomaru|留ま|todoma|27|
ru godan|kill (a human) using a blade (sword, machete, knife, etc.), slice (off), lop (off), cut (off)|T|を|きる|斬る|kiru|斬|ki|27|
ru godan|be sufficient, be enough, be worthy of|I||たる|足る|taru|足|ta|27|
ru godan|stop, halt, stand still|I||たちどまる|立ち止まる|tachidomaru|立ち止ま|tachidoma|27|
ru godan|stand up, get up, rise, recover, take action, start|I||たちあがる|立ち上がる|tachiagaru|立ち上が|tachiaga|27|
ru godan|go by, go past, go along, travel along, pass through, use (a road), take (a route), go via, go by way of, run (between), operate (between), connectof public transport, go indoors, go ina room, be admitted, be shown in, be ushered in, come in, penetrate, pierce, skewer, go through, come through, permeate, soak into, spread throughout, carry (e.g. of a voice), reach far, be passed on (e.g. of a customer's order the kitchen), be relayed, be conveyed, pass (a test, a bill in the House, etc.), be approved, be accepted, go by (a name), be known as, be accepted as, have a reputation for, be coherent, be logical, be reasonable, be comprehensible, be understandable, make sense, get across (e.g. of one's point), be understood, be straight (e.g. wood grain)|I||とおる|通る|tooru|通|too|27|
ru godan|take away, kidnap|T|を|つれさる|連れ去る|tsuresaru|連れ去|tsuresa|27|
ru godan|turn, revolve, visit several places, function well, pass a certain time|I||まわる|回る|mawaru|回|mawa|27|
ru godan|pass (an exam)|I||うかる|受かる|ukaru|受か|uka|27|
ru godan|wave, shake, swing, sprinkle, throw (dice), cast (actor), allocate (work), turn down (someone), reject, jilt, dump, abandon, give up, ruin, change direction, extract, decoct, carry with vigor, bring up the main topic, replace, substitute, set up a joke|T|を|ふる|振る|furu|振|fu|27|
ru godan|be closed, be blocked, be healed (e.g. wound), be shut up, be clogged, be plugged up, be occupied, be taken (e.g. accomodation)|I||ふさがる|塞がる|fusagaru|塞が|fusaga|27|
ru godan|plunder|T|を|うばいとる|奪い取る|ubaitoru|奪い取|ubaito|27|
ru godan|faint, be exhausted|I||よありきる|弱り切る|yowarikiru|弱り切|yowariki|27|
ru godan|stop, abort, discontinue, close|I||うちきる|打ち切る|uchikiru|打ち切|uchiki|27|
ru godan|arrest, take prisoner, kill, get someone out (in baseball)|I||うちとる|討ち取る|uchitoru|討ち取|uchito|27|
ru godan|break, smash, defeat, destroy, eliminate|I||うちやぶる|打ち破る|uchiyaburu|打ち破|uchiyabu|27|
ru godan|knock down, beat (someone) up|I||うちのめす|打ちのめる|uchinomeru|打ちのめ|uchinome|27|
ru godan|pound away, hit at random, hit ceaselessly|T|を|うちまくる|打ちまくる|uchimakuru|打ちまく|uchimaku|27|
ru godan|change places, relieve one another|I||いれかわる|入れ替わる|irekawaruru|入れ替わ|irekawaru|27|
ru godan|send, give to, award to, confer on|T|を|おくる|贈る|okuru|贈|oku|27|
ru godan|remain, be left over, be in excess, be too many|I||あまる|余る|amaru|余|ama|27|
ru godan|freeze, be frozen over, congeal|I||こおる|凍る|kooru|凍|koo|27|
ru godan|approach, draw near, be imminent|I||せまる|迫る|semaru|迫|sema|27|
ru godan|press (someone for something), urge, compel|T|を|せまる|迫る|semaru|迫|sema|27|
ru godan|be reflected, harmonize with (harmonise), come out (photo), be projected|I||うつる|映る|utsuru|映|utsu|27|
ru godan|be photographed, be projected|I||うつる|写る|utsuru|写|utsu|27|
ru godan|be mixed, be blended with, associate with, mingle with, join|I||まざる|混ざる|mazaru|混ざ|maza|27|
ru godan|serve (food, etc.), fill up, prescribe|I||もる|盛る|moru|盛|mo|27|
ru godan|excel, surpass, exceed, have an edge, be superior, outrival, outweigh, preponderate|I||まさる|勝る|masaru|勝|masa|27|
ru godan|stick, paste, affix, link|I||はる|貼る|haru|貼|ha|27|
ru godan|stretch, spread, strain, tighten, form (e.g. ice on a pond), fill, swell, stick out, put, slap, be expensive|I||はる|張る|haru|張|ha|27|
ru godan|compare, liken, speak figuratively, illustrate, use a simile|I||たとえる|例える|tatoeru|例え|tatoe|27|
ru godan|be deep fried|I||あがる|揚がる|agaru|揚が|aga|27|
ru godan|be arrested, turn up (of evidence, etc.), be listed (as a candidate)|I||あがる|挙がる|agaru|挙が|aga|27|
ru godan|obtain, come possess, get hold of, get one's hands on|T|を|てにはいる|手に入る|te ni hairu|手に入|te ni hai|27|
ru godan|form, shape, make, mold, build up|T|を|かたちづくる|形作る|katachidukuru|形作|katachiduku|27|
ru godan|shake, jolt, rock, cradle, swing|T|を|ゆる|揺る|yuru|揺|yu|27|
ru godan|walk about, walk and fro, pace around|I||あるきまわる|歩き回る|arukimawaru|歩き回|arukimawa|27|
ru godan|resound, echo, reverberate|I||あるきまわる|響き渡る|hibikiwataru|響き渡|hibikiwata|27|
ru godan|give (someone) a treat|T|を|おごる|奢る|ogoru|奢|ogo|27|
ru godan|be extravagant, live, be proud, be haughty|I||おごる|奢る|ogoru|奢|ogo|27|
ru godan|swell, rise, bulge, be piled up, rouse, get excited|I||もりあがる|盛り上がる|moriagaru|盛り上が|moriaga|27|
ru godan|stick into (of something with a sharp point), prick, pierce, get stuck (in), lodge (in)|I||ささる|刺さる|sasaru|刺さ|sasa|27|
ru godan|challenge (esp. in a lawsuit), take on an opponent (in negotiations, contest, etc.)|T|を|あいてどる|相手取る|aitedoru|相手取|aitedo|27|
ru godan|weather (a storm, rough seas), ride across, sail across, get through (adversity), weather, get over, tide over, overcome, survive, load completely (e.g. books on a shelf, people or luggage in a car)|T|を||乗り切る|norikiru|乗り切|noriki|27|
ru godan|crouch, squat, cower|I|||蹲る|uzukumaru|蹲|uzukuma|27|
ru godan|happen to pass by|I|||通りかかる|toorikakaru|通りかか|toorikaka|27|
ru godan|print, color or pattern fabric using a wooden mold, |T|を||刷る|suru|刷|su|27|
ru godan|rub, chafe, strike (match), file, frost (glass), lose (e.g. a match), forfeit, squander one's money (e.g. through gambling, Pachinko, etc.)|T|を||擦る|suru|擦|su|27|
||||||||||
tsu godan||||XXXつ|XXXつ|tsu|||43|
tsu godan|stand|I||たつ|立つ|tatsu|立|ta|43|
tsu godan|wait, await, look forward to, anticipate, expect|T/I|を/まで|まつ|待つ|matsu|待|ma|43|
tsu godan|win, gain victory|I||かつ|勝つ|katsu|勝|ka|43|
tsu godan|hold, possess, carry|T|を|もつ|持つ|motsu|持|mo|43|
tsu godan|pass, lapse|I||たつ|経つ|tatsu|経|ta|43|
tsu godan|hit, knock, beat, punch, slap, tap, bang, clap, pound, strike (someone, noon, etc.), sound (cymbals, etc.), beat (a drum, rythmically, etc.)|T|を|うつ|打つ|utsu|打|u|43|
tsu godan|attract attention, be conspicuous, stand out|I||めだつ|目立つ|medatsu|目立|meda|43|
tsu godan|be raised (e.g. child), be brought up, grow (up)|I||そだつ|育つ|sodatsu|育|soda|43|
tsu godan|cut (cloth)|T|を|たつ|裁つ|tatsu|裁|ta|43|
tsu godan|sever, cut off, suppress, abstain (from)|T|を|たつ|断つ|tatsu|断|ta|43|
tsu godan|be erected, be built|I||たつ|建つ|tatsu|建|ta|43|
tsu godan|stand, rise, stand up, find oneself (e.g. in a difficult position), depart (on a plane, train, etc.)|I||たつ|立つ|tatsu|立|ta|43|
tsu godan|pass, lapse|I||たつ|経つ|tatsu|経|ta|43|
tsu godan|rise up, initiate (political) action|I||たつ|起つ|tatsu|起|ta|43|
tsu godan|have an erection|I||たつ|勃つ|tatsu|勃|ta|43|
tsu godan|be full, wax (e.g. moon), rise (e.g. tide), mature, expire|I||みつ|満つ|mitsu|満|mi|43|
tsu godan|shoot (at), attack, defeat, destroy, avenge|T|を|うつ|撃つ|utsu|撃|u|43|
tsu godan|be helpful, be useful|I||やくにたつ|役に立つ|yakunitatsu|役に立|yakunita|43|
tsu godan|consist of, be made up of, be composed of, be practical (logical, feasible, viable), be concluded, hold true|I||なりたつ|成り立つ|naritatsu|成り立|narita|43|
tsu godan|conquer (e.g. an enemy), defeat, overcome (a difficulty)|T|を|うちかつ|打ち勝つ|uchikatsu|打ち勝|uchika|43|
tsu godan|keep, preserve, hold, retain, maintain, support, sustain, last, endure, keep well (food), wear well, be durable|T|を|たもつ|保つ|tamotsu|保|tamo|43|
tsu godan|be useful, be helpful, serve the purpose|I||やくだつ|役立つ|yakudatsu|役立|yakuda|43|
||||||||||
u godan||||XXXう|XXXう|u|||45|
u godan|buy|T|を|かう|買う|kau|買|ka|45|
u godan|think, consider, believe, plan (do), judge, assess, regard, imagine, suppose, dream, expect, look forward to, feel, desire, want, recall, remember|T|を|おもう|思う|omou|思|omo|45|
u godan|pay, sweep, wipe, pay attention|I||はらう|払う|harau|払|hara|45|
u godan|meet|I|に|あう|会う|au|会|a|45|
u godan|do ... each other|T|を|あう|合う|au|合|a|45|
u godan|receive|T|を|もらう|貰う|morau|貰|mora|46|
u godan|say, express|T|を|いう|言う|iu|言|i|47|
u godan|differ, be wrong|I||ちがう|違う|chigau|違|chiga|45|
u godan|use (a thing, method, person, time, money, language), make use of, put use, employ, handle, operate, manage, manipulate, spend, consume, speak|T|を|つかう|使う|tsukau|使|tsuka|45|
u godan|suck in, smoke, inhale, sip|T|を|すう|吸う|suu|吸|su|45|
u godan|learn|T|を|ならう|習う|narau|習|nara|45|
u godan|invite, ask, call (for), tempt, lure, induce|T|を|さそう|誘う|sasou|誘|saso|45|
u godan|finish, stop, end, put an end to, bring a close, close (a business, etc.), close down, shut down, shut up, put away, put back, keep, store|T|を|しまう|仕舞う|shimau|仕舞|shima|45|
u godan|visit, ask after (health)|T|を|みまう|見舞う|mimau|見舞|mima|45|
u godan|get lost, lose one's way, waver, hesitate, be perplexed, be puzzled, give in temptation, lose control of oneself, turn in one's grave|I||まよう|迷う|mayou|迷|mayo|45|
u godan|pick up, find, gather, get (a taxi)|I||ひろう|拾う|hirou|拾|hiro|45|
u godan|do up (hair), braid, fasten, fix|T|を|ゆう|結う|yuu|結|yu|45|
u godan|congratulate, celebrate, observe (a festival)|T|を|いわう|祝う|iwau|祝|iwa|45|
u godan|protect someone, take under one's wing, plead for, stick up for, cover up for someone|T|を|かばう|庇う|kabau|庇|kaba|45|
u godan|mind, care (for, about), be concerned about, prepare for, interfere with, meddle in, tease|T|を|かまう|構う|kamau|構|kama|45|
u godan|come true (wish), be suited to, match (implies competition), rival, bear (e.g. I can't bear the heat)|I||かなう|叶う|kanau|叶|kana|45|
u godan|ridicule, tease, mock, chaff, razz, banter with, make fun of, poke fun at, make cracks about|T|を|からかう|揶揄う|karakau|揶揄|karaka|45|
u godan|worry about, feel anxious about, have apprehensions of|I||きづかう|気遣う|kidukau|気遣|kiduka|45|
u godan|cross each other, run counter to, differ, clash, go awry, disagree|I||くいちがう|食い違う|kuichigau|食い違|kuichiga|45|
u godan|make a mistake, be incorrect, be mistaken|I|を|まちがう|間違う|machigau|間違|machiga|45|
u godan|face, turn toward, go towards|I||むかう|向かう|mukau|向か|muka|45|
u godan|fight, battle, combat, struggle against, wage war, engage in contest|I||たたかう|戦う|tatakau|戦|tataka|45|
u godan|help, assist, take part in|T|を|てつだう|手伝う|tetsudau|手伝|tetsuda|45|
u godan|sing, compose a poem, recite a poem|T|を|うたう|歌う|utau|歌|uta|45|
u godan|lose, part with|T|を|うしなう|失う|ushinau|失|ushina|45|
u godan|doubt, distrust, be suspicious of, suspect|T|を|うたがう|疑う|utagau|疑|utaga|45|
u godan|express, state, insist, stipulate|I||うたう|謳う|utau|謳|uta|45|
u godan|laugh, smile|I||わらう|笑う|warau|笑|wara|45|
u godan|go back and forth, ply between, commute, attend (school, church, etc.)|I||かよう|通う|kayou|通|kayo|45|
u godan|attack, assail, make an assault, strike, hunt down, succeed (someone in a post, role, etc.), make a sudden visit|T|を|おそう|襲う|osou|襲|oso|45|
u godan|chase, run after, pursue, follow (i.e. a set order, a trend), drive out, oust, expel, drive (i.e. a herd), be pressed (for time, etc. in passive voice)|T|を|おう|追う|ou|追|o|45|
u godan|aim at|T|を|ねらう|狙う|nerau|狙|nera|45|
u godan|employ, hire, charter|T|を|やとう|雇う|yatou|雇|yato|45|
u godan|get drunk, become intoxicated, feel sick (e.g. in a vehicle), become nauseated, get seasick, be elated, be exalted, be spellbound, be in raptures|I||よう|酔う|you|酔|yo|45|
u godan|go mad, get out of order, go amiss|I||くるう|狂う|kuruu|狂|kuru|45|
u godan|scoop, ladle out|T|を|すくう|掬う|sukuu|掬|suku|45|
u godan|wipe, get rid of, eliminate (e.g. one's shame), remove (e.g. an impression), erase|T|を|ぬぐう|拭う|nuguu|拭|nugu|45|
u godan|make up for, recompense, redeem (one's faults), compensate for, indemnify, atone for|T|を|つぐなう|償う|tsugunau|償|tsuguna|45|
u godan|deprecate, traduce|I||わるくいう|悪く言う|warukuiu|悪く言|warukui|45|
u godan|sneer, ridicule|I||わらう|嗤う|warau|嗤|wara|45|
u godan|bear, carry on one's back, take responsibility for, accept a duty, be injured, owe|T|を|おう|負う|ou|負|o|45|
