MM Index|Meaning|Type|Explanation|Rules|Example|Opposite|Synonym|
4113|nueva construcción, edificio nuevo|N;Abs||||||
4114|nuevo estilo, nuevo modelo|N;Abs||||||
4115|libro nuevo, publicación nueva|N;Abs||||||
4116|nuevo (documento)|||||||
4117|nueva obra, nueva producción|N;Abs||||||
4118|nuevo producto, producto nuevo|N;Abs||||||
4119|mente y cuerpo|N;Abs||||||
4120|fin, final, conclusión|N;Abs||||||
4121|final, conclusión, término|N;Abs||||||
4122|finalizar, cerrar, terminación|N;Abs||||||
4123|precoz|||||||
4124|pilotar, maniobra, manejo, pilotaje|N;Abs||||||
4125|aplicar, aplicación, uso|N;Abs||||||
4126|presupuesto|N;Abs||||||
4127|niño adoptado|N;Abs||||||
4128|cobarde, debilucho|||||||
4129|caballa (pez), jurel|N;Abs||||||
4130|colección, encuentro, confluencia, reunión|N;Abs||||||
4131|abuela|N;Abs||||||
4132|aventura|||||||
4133|percepción|N;Abs||||||
4134|posgrado universitario|N;Abs||||||
4135|ministro del gobierno, ministro del gabinete|N;Abs||||||
4136|carpintero|N;Abs||||||
4137|pronombre|N;Abs||||||
4138|fragmento, pedazo, trozo|N;Abs||||||
4139|líquido, fluido|N;Sx||||||
4140|comida que se vende en cajitas en la estación de ferrocarril|N;Abs||||||
4141|postura sexual|N;Abs||||||
4142|jefe de estación|N;Abs||||||
4143|funcionario de estación|N;Abs||||||
4144|frente a la estación|||||||
4145|cristal líquido|N;Abs||||||
4146|extracto (de comida, fruta, etc.), esencia|N;Abs||||||
4147|líquido, fluido|N;Abs||||||
4148|expreso|N;Abs||||||
4149|extra|N;Abs||||||
4150|forraje, pienso, granos, carnaza|N;Abs||||||
4151|cebo|N;Abs||||||
4152|señuelo, añagaza|N;Abs||||||
4153|forraje, pienso, granos, carnaza|N;Abs||||||
4154|cebo|N;Abs||||||
4155|señuelo, añagaza, cebo|N;Abs||||||
4156|neumonía, pulmonía|N;Abs||||||
4157|sello|||||||
4158|reacción, respuesta|N;Abs||||||
4159|escaleras, escalones|N;Abs||||||
4160|respiro|N;Abs||||||
4161|espíritu, corazón, disposición|N;Abs||||||
4162|clase, finura|||||||
4163|abandono, deserción, renuncia|N;Abs||||||
4164|de repente, abruptamente, sin advertencia|||||||
4165|ímpetu, fuerza, impulso, vigor|||||||
4166|abuelo, anicano (adulto mayor)|N;Abs||||||
4167|sintético, artificial|N;Abs||||||
4168|riñón|N;Abs||||||
4169|equitación, monta a caballo, cabalgadura, montura, caballo de montar|N;Abs||||||
4170|cada|Px||||||
4171|núcleo|||||||
4172|rango, nivel, clase|||||||
4173|esquina|||||||
4174|cuadrado (o cubo)|||||||
4175|alfil (shogi)|||||||
4176|tercer grado (de la escala pentatónica Japonesa y China)|||||||
4177|Constelación China "cuerno" (una de las 28 mansiones)|||||||
4178|jiao (unidad monetaria de China; una décima parte de un yuan)|||||||
4179|ángulo|N;Abs||||||
4180|revolución|N;Abs||||||
4181|probabilidad|N;Abs||||||
4182|letrero, cartel, rótulo|N;Abs||||||
4183|infección, contagio|N;Abs||||||
4184|observación (de un combate, una batalla, un encuentro, un partido, etc.)|N;Abs||||||
4185|enfermedad infecciosa, infección|N;Abs||||||
4186|dirección del viento|N;Abs||||||
4187|medicina para el catarro|N;Abs||||||
4188|impuesto fiscal|N;Abs||||||
4189|ventilación|N;Abs||||||
4190|ligero, liviano, insignificante, poco serio|Px||||||
4191|carrera de caballos|N;Abs||||||
4192|pasión, amor|N;Abs||||||
4193|deliberado, intencional|N;Abs||||||
4194|carpa|N;Abs||||||
4195|cachorro, perrito|N;Abs||||||
4196|bobina|||||||
4197|querido, estimado, amado|Ai||||||
4198|respiración, respirar|N;Abs||||||
4199|aparato respiratorio|N;Abs||||||
4200|potro, caballo, ficha, pieza|N;Abs||||||
4201|koto, arpa japonesa, "so": un tipo de arpa parecido al koto|N;Abs||||||
4202|príncipe heredero|N;Abs||||||
4203|Señor, Lord, Sir|||||||
4204|miembro (eng: member)|||||||
4205|cara, honra, dignidad|N;Abs||||||
4206|casansarse de hacer, cansado, tedioso|||||||
4207|problema, dificultad, cuidado, atención|||||||
4208|exentar|N;Abs||||||
4209|reunión (en persona), entrevista, encuentro|N;Abs||||||
4210|licencia, permiso, carnet|N;Abs||||||
4211|área|N;Abs||||||
4212|conocido, persona conocida|N;Abs||||||
4213|duty-free, algo libre de impuestos|N;Abs||||||
4214|punto de vista|N;Abs||||||
4215|sello, firma (de aprobación)|N;Abs||||||
4216|lugar de destino|N;Abs||||||
4217|pez tropical|N;Abs||||||
4218|acné, barrillo, espinilla|N;Abs||||||
4219|habilidad, teatro noo|N;Abs||||||
4220|agricultura|N;Abs||||||
4221|tierra de cultivo|N;Abs||||||
4222|plantación|N;Abs||||||
4223|agricultura|N;Abs||||||
4224|ondas cerebrales|N;Abs||||||
4225|granja|||||||
4226|agricultores|N;Abs||||||
4227|eficiencia, rendimiento|N;Abs||||||
4228|productos agrícolas|N;Abs||||||
4229|muerte cerebral|N;Abs||||||
4230|pesticidas|N;Abs||||||
4231|oro|N;Abs||||||
4232|edad de oro|N;Abs||||||
4233|princesa|N;Abs||||||
4234|Pekín, Beijing (China)|N;Abs||||||
4235|príncipe (eng: prince)|N;Abs||||||
4236|radar|N;Abs||||||
4237|finalmente|Ana||||||
4238|cabo, promontorio|N;Abs||||||
4239|recientemente|A;T||||||
4240|hace algún tiempo|A;T||||||
4241|primero, por adelantado|||||||
4242|(el) futuro|N;Abs||||||
4243|hace algún tiempo, hace poco, hace unos días, el otro día, recientemente|||||||
4244|Shanghai (China)|N;Abs||||||
4245|(eng: seal) estampa (eng: pegatina)|N;Abs||||||
4246|agresión, invasión, asalto|N;Abs||||||
4247|cola (de un animal)|N;Abs||||||
4248|ataque improvisto, redada|N;Abs||||||
4249|entorno, alrededores|N;Abs||||||
4250|circunferencia|N;Abs||||||
4251|manga (ropa)|N;Abs||||||
4252|abuelos|N;Abs||||||
4253|patria, país natal|N;Abs||||||
4254|antepasado|N;Abs||||||
4255|exterior|||||||
4256|monje, sacerdote|N;Abs||||||
4257|prefijo: general|||||||
4258|ruido|N;Abs||||||
4259|sucesión, herencia|N;Abs||||||
4260|otro (especialmente gente y materia abstracta)|N;Abs||||||
4261|multi-|||||||
4262|tabaco, tabaco, cigarrillos|||||||
4263|continente|N;Abs||||||
4264|el objetivo (la meta de)|N;Abs||||||
4265|unidad, denominación, puntos, créditos|||||||
4266|valle|N;Abs||||||
4267|nacimiento, aparición|N;Abs||||||
4268|talio (Tl) (eng: thallium)|N;Abs||||||
4269|gran cantidad|||||||
4270|proponer, hacer una propuesta, formular una proposición, propuesta|N;Abs||||||
4271|dique, rompeolas|N;Abs||||||
4272|corte de energía (electricidad, luz), apagón, falla del suministro electrico|N;Abs||||||
4273|definición|N;Abs||||||
4274|mostrar, presentar|N;Abs||||||
4275|precio normal|N;Abs||||||
4276|precio bajo|N;Abs||||||
4277|edad establecida de jubilación|N;Abs||||||
4278|comida corrida, menú del día|N;Abs||||||
4279|entrega, presentación|N;Abs||||||
4280|protuberancia|N;Abs||||||
4281|propiedad intelectual, patente|N;Abs||||||
4282|Oficina de Patentes|||||||
4283|aquí y allá, en algunas partes|N;Pl||||||
4284|no obstante, aunque, aun cuando|PP||||||
4285|llegada|N;Abs||||||
4286|príncipe heredero|N;Abs||||||
4287|timidez, reserva|||||||
4288|entresijos, secretos, lo que ocurre en la trastienda, lo que ocurre entre bastidores|N;Abs||||||
4289|interno, privado, familiar, íntimo, comedido, reservado, prudente|||||||
4290|abanico|||||||
4291|lista detallada|N;Abs||||||
4292|exploración espacial|N;Abs||||||
4293|vacío espacial, vacío del espacio|N;Abs||||||
4294|raja, abertura, grieta, hendidura, ranura, vagina, coño|N;Abs||||||
4295|sufijo: décima parte, diez por ciento|||||||
4296|ración, porción, cuota, tasa, asignación, reparto|N;Abs||||||
4297|palillos de madera desechables|N;Abs||||||
4298|comparativamente, en proporción|A||||||
4299|oficina pública|N;Abs||||||
4300|papel, función, rol|N;Abs||||||
4301|funcionario del gobierno|||||||
4302|actor, actriz|N;Abs||||||
4303|oficina de gobierno, oficina pública|N;Abs||||||
4304|puesto, posición, directivo|N;Abs||||||
4305|aprobación, visto bueno|N;Abs||||||
4306|andrajoso, deshilachado, despedazado, desgastado|||||||
4307|topónimo|N;Abs||||||
4308|herida mortal|N;Abs||||||
4309|mortal, letal|Ana||||||
4310|primer teniente|N;Abs||||||
4311|teniente coronel, comandante (marina)|N;Abs||||||
4312|practica, ejercicio, ensayo, maniobras (militares), seminario|N;Abs||||||
4313|una persona ordinaria|N;Abs||||||
4314|en general|A||||||
4315|popular, típico, general|Ana||||||
4316|ligeramente, algo, poco|N;Abs||||||
4317|grava, arena|N;Abs||||||
4318|ejecución, práctica|N;Abs||||||
4319|práctica, ejercicio|N;Abs||||||
4320|practicar, hacer ejercicios prácticos, hacer prácticas, práctica, adiestramiento, instrucción|N;Abs||||||
4321|condición (requisito)|N;Abs||||||
4322|sentido común|N;Abs||||||
4323|reorganización|N;Abs||||||
4324|circular, redondo, en forma de círculo|N;Abs||||||
4325|emocional, sentimental|Ana||||||
4326|práctica, entrenamiento, estudio|||||||
4327|sangre|N;Abs||||||
4328|grupo sanguíneo|N;Abs||||||
4329|piloto (ej. de un avión)|N;Abs||||||
4330|abdicación, renuncia, renunciación, abstención|N;Abs||||||
4331|cicatriz|N;Abs||||||
4332|herida|N;Abs||||||
4333|pretexto, excusa|N;Abs||||||
4334|deducción|N;Abs||||||
4335|mejora, mejoría, progreso|N;Abs||||||
4336|ternera, ternero, becerro, ternero, becerro|||||||
4337|fantasía, ensueño, imaginación|N;Abs||||||
4338|capitán (eng: captain)|N;Abs||||||
4339|cada vez, vez y otra vez|||||||
4340|milla (eng: mile)|N;Abs||||||
4341|nominación, pretexto|N;Abs||||||
4342|México|N;Abs||||||
4343|Golfo de Mexico|||||||
4344|(eng: Miss, miss, myth, MIS) señorita, fallo (eng: equivocación), (eng: lit mito, MIS)|N;Abs||||||
4345|errata (eng: misprint), error de imprenta|N;Abs||||||
4346|gastado, raído, miserable, ruin, destartalado, venido a menos, miserable, desastrado|Ai||||||
4347|intento de|N;Sx||||||
4348|misterio (eng: mystery)|N;Abs||||||
4349|bajo, debajo, detrás|||||||
4350|originalmente, por naturaleza, desde el principio|||||||
4351|plausible|Ai||||||
4352|mañana por la tarde|N;T||||||
4353|mañana por la mañana|N;T||||||
4354|apellido|||||||
4355|(el) próximo año, (el) año que viene|N;T||||||
4356|práctica, experiencia|N;Abs||||||
4357|nori, alga comestible|N;Abs||||||
4358|pegamento, cola|N;Abs||||||
4359|tripulación|N;Abs||||||
4360|Nuevo México (eng: New Mexico)|||||||
4361|caída, descenso, holán de un luchador de sumo|N;Abs||||||
4362|grito, chillido, clamor|N;Abs||||||
4363|grito|N;Abs||||||
4364|componente, ingrediente|N;Abs||||||
4365|capitán de una embarcación|N;Abs||||||
4366|guiar, dirigir, conducir|N;Abs||||||
4367|tiempo de guerra|N;Abs||||||
4368|táctica|N;Abs||||||
4369|latencia|N;Abs||||||
4370|tres días a partir de hoy|N;T||||||
4371|evidencia, prueba|N;Abs||||||
4372|comercio e industria|N;Abs||||||
4373|síndrome|N;Abs||||||
4374|Cámara de Comercio e Industria|N;Abs||||||
4375|gastarse, desgastarse, erosionarse, consumirse, consumo, desgaste, deterioro|N;Abs||||||
4376|entrenamiento, práctica, adiestramiento|N;Abs||||||
4377|reunirse, congregarse, agrupación, concentración, junta|N;Abs||||||
4378|daño, herida|N;Abs||||||
4379|salida prematura|N;Abs||||||
4380|relativo|Ana||||||
4381|afilado|Ai||||||
4382|condición física|N;Abs||||||
4383|longitud, largura, largo|N;Abs||||||
4384|coronel|N;Abs||||||
4385|gerente de una tienda, administrador de una tienda|N;Abs||||||
4386|tráfico, circulación|N;Abs||||||
4387|carretera bloqueada, camino cerrado|||||||
4388|playa, costa|N;Abs||||||
4389|flete, carga, envío, transporte, remesa, transporte marítimo de mercancías|N;Abs||||||
4390|opuesto, reverso, contrario|||||||
4391|almohada cuadrada usada para sentarse sobre las rodillas en un tatami|N;Abs||||||
4392|fortuna, riqueza|||||||
4393|en frente de mis narices|A||||||
4394|estudiante|N;Abs||||||
4395|las reservas (lo almacenado, el stock)|N;Abs||||||
4396|maderas|N;Abs||||||
4397|ingredientes, material|N;Abs||||||
4398|riquezas, posesiones, activo|N;Abs||||||
4399|asuntos financieros, finanzas públicas|N;Abs||||||
4400|misceláneos|N;Abs||||||
4401|balance (banco), saldo|N;Abs||||||
4402|crueldad, severidad|||||||
4403|asiento|N;Abs||||||
4404|misceláneos, al aventón, de poca calidad|||||||
4405|Locuacidad, cháchara, charla|N;Abs||||||
4406|ruido|N;Abs||||||
4407|ascenso y descenso de un transporte|N;Abs||||||
4408|ropa, vestimenta, prendas|N;Abs||||||
4409|silla de ruedas, silla plegable|N;Abs||||||
4410|nuez (fruto), nogal|N;Abs||||||
4411|sufrimiento, dolor, pena|N;Abs||||||
4412|borrador, bosquejo|N;Abs||||||
4413|por lo tanto, por consiguiente, de acuerdo con, por eso, de modo que|PP||||||
4414|barrio popular|||||||
4415|inspección, reconocimiento, control, examen, supervisión|||||||
4416|amistad, simpatía, afección, familiaridad|N;Abs||||||
4417|investigación preliminar, exploración, sondeo|N;Abs||||||
4418|armamento|N;Abs||||||
4419|ruina, desperdicio|||||||
4420|solo, solamente|PP||||||
4421|límite, límites|N;Abs||||||
4422|habla y conducta|N;Abs||||||
4423|asiduamente, interminablemente, nada pero, en serio, decidido|||||||
4424|metodología|N;Abs||||||
4425|nada|||||||
4426|zanjarse, solventarse, decidirse, concluir|N;Abs||||||
4427|poderoso|||||||
4428|raro, infrecuente|Ana||||||
4429|Malasia (eng: Malaysia)|N;Abs||||||
4430|qué, algo, cualquier cosa, todo|N;Abs||||||
4431|nada en absoluto|A||||||
4432|nada (eng: nothing)|N;Abs||||||
4433|absurdo, ridículo, raro, extraño|P||||||
4434|enseñanza, doctrina|N;Abs||||||
4435|alumno|N;Abs||||||
4436|país vecino, estado vecino|N;Abs||||||
4437|control, restricción|N;Abs||||||
4438|no tiene solución, es inevitable, no se puede hacer nada|CE;idp||||||
4439|premio, premio en metálico|N;Abs||||||
4440|negativo, poco entusiasta, pasivo, desmotivado|Ana||||||
4441|aumento de sueldo|N;Abs||||||
4442|cada vez que..., siempre que...|A||||||
4443|destino (de un viaje)|N;Abs||||||
4444|a menudo, repetidamente, frecuentemente|A||||||
4445|gimnasia|N;Abs||||||
4446|exagerado|||||||
4447|impensable, inimaginable, inconcebible, inesperado|||||||
4448|terrible, tremendo, grave|||||||
4449|muy|||||||
4450|saludo usado entre los amigos íntimos masculinos, Hola!|CE||||||
4451|justo como uno piensa, como de costumbre|||||||
4452|la verdad, francamente, el hecho|||||||
4453|realmente, justamente, precisamente, casi, se diría que...|A||||||
4454|pago inicial (adelantado), deposito|N;Abs||||||
4455|llegar al tope, llegar al limite|N;Abs||||||
4456|nosotros|P||||||
4457|nosotros, nos|P||||||
4458|en parte, parcialmente, parcialmente|Ana||||||
4459|tribu, clan, casa (linaje con un mismo apellido y origen)|N;Abs||||||
4460|por favor|||||||
4461|retirada|N;Abs||||||
4462|flujo, salir, graduar (de), naciente (sol o luna), el turno (de uno) para aparecer en escena|||||||
4463|tanto como sea posible|CE||||||
4464|poste de teléfono, poste telegráfico, poste de luz|N;Abs||||||
4465|biografía, relato de la vida|N;Abs||||||
4466|foco, bombilla|N;Abs||||||
4467|electricidad, energía eléctrica|N;Abs||||||
4468|corriente eléctrica|N;Abs||||||
4469|tradición, leyenda, folklore|N;Abs||||||
4470|comunicación, transmisión|N;Abs||||||
4471|tradición|N;Abs||||||
4472|avaricia, codicia|||||||
4473|del mismo sexo|N;Abs||||||
4474|transferencia (moneda), cambio|N;Abs||||||
4475|costumbres y modales, moral pública|N;Abs||||||
4476|aspecto exterior, aspecto externo|N;Abs||||||
4477|apariencia exterior|N;Abs||||||
4478|comer fuera de casa, alimento ingerido fuera de la casa|N;Abs||||||
4479|deseo, aspiración|N;Abs||||||
4480|Día de Año Nuevo, Día del Nuevo Año|N;Abs||||||
4481|fuerte, resistente, robusto|||||||
4482|solicitud (por escrito)|N;Abs||||||
4483|fin de mes|N;T||||||
4484|juego japónes de Go|N;Abs||||||
4485|etimología|||||||
4486|vocabulario, léxico|N;Abs||||||
4487|entender mal, interpretar erróneamente, juzgar de modo equivocado, malentendido|N;Abs||||||
4488|la verdad es que de hecho... (en realidad lo que sucede es que, ), verdaderamente, como era de esperarse|A||||||
4489|princesa, consorte|N;Abs||||||
4490|misma especie|||||||
4491|coste, costo, gasto|Sx||||||
4492|falla, error, negación|||||||
4493|favoritismo, patrocinio, predilección, preferencia|N;Abs||||||
4494|reducción, corte|N;Abs||||||
4495|elegancia, distinción, gracia, donaire, dignidad, grado de pureza de un metal precioso, porcentaje de oro o plata contenido en una moneda|N;Abs||||||
4496|artículo, producto, calidad|||||||
4497|elegancia, distinción, gracia, donaire|N;Abs||||||
4498|lista de artículos|N;Abs||||||
4499|elemento de la oración|N;Abs||||||
4500|calidad (material)|N;Abs||||||
4501|forma, raza (taxonomía), f. (abreviatura del latín "forma"), marca, tipo, clase|N;Abs||||||
4502|necesidad|N;Abs||||||
4503|tanto como te gustaría|Sx||||||
4504|cambio|N;Abs||||||
4505|eliminación, migración, movimiento|N;Abs||||||
4506|móvil (ej. comunicaciones)|N;Abs||||||
4507|transferencia, asignación, transferencia, asignamiento|N;Abs||||||
4508|comida y bebida, comiendo y bebiendo|N;Abs||||||
4509|atractivo, encanto, gracia|N;Abs||||||
4510|cambio de registro de la casa, transferir (ej., del nombre propio en el registro)|||||||
4511|puente de piedra|N;Abs||||||
4512|lápida, memorial, monumento|N;Abs||||||
4513|transferencia, transporte, eliminación|N;Abs||||||
4514|traslado, transferencia, desaparición|N;Abs||||||
4515|para siempre, eternamente, tanto como uno quiera, indefinidamente|A||||||
4516|todavia, aun, hasta ahora|A||||||
4517|ceder, transmitir, traspasar, enajenar|N;Abs||||||
4518|comer entre comidas|N;Abs||||||
4519|cortar, recortar, rasurar, segar, guadañar|VrugT||||||
4520|(eng: cut) corte, recorte, cortar|N;Abs||||||
4521|hijo, hija, niño, niña, chico, chica, niño|||||||
4522|joven (animal)|||||||
4523|mujer joven, geisha joven|||||||
4524|retoño|||||||
4525|interés|||||||
4526|acciones nuevas (bolsa)|||||||
4527|huevo de ave|||||||
4528|hola, buenos dias (saludo durante el día)|CE;idp||||||
4529|Ministro de Bienestar|N;Abs||||||
4530|mirar a lo lejos|VsuT||||||
4531|quizás, posiblemente|||||||
4532|hola (en teléfono)|CE;idp||||||
4533|opuesto, contrario|N;Abs||||||
4534|roguemos que|A||||||
4535|secundario, subordinado|N;Abs||||||
4536|arcoiris|N;Abs||||||
4537|siglo veinte, siglo XX|N;Abs||||||
4538|doble, dual, superpuesto|||||||
4539|carnívoro|N;Abs||||||
4540|relaciones humanas|N;Abs||||||
4541|humanidad, naturaleza humana|N;Abs||||||
4542|humano|Ana||||||
4543|escalada, ascenso, subida, alza (de precios, etc)|||||||
